label,tweets
1,"Anyone else see the news piece on OANN about disease outbreaks I areas with large ILLEGAL ALIEN populations? Things that were completely eradicated in the US 20 yrs ago are now coming back strong. And, of course Nancy, Maxine, Gavin are safely away from the danger. THIS IS CRAP!"
1,Arrest them. Send them to GITMO &amp; get some of our money back.
1,", the public spate, where inspiring crowd 'Send them back' may be END of America &amp; Dreams"
1,"Okay, but send her back where ??????"
1,Well people are all upset over separating an illegal mother from her legal daughter. Her mom had 14 years to become a legal citizen and was too lazy to make it happen. Send them both back to keep the family together
2,didn't seem to have a problem when Trump swamped their dog whistles for a deafening bullhorn.
2,"So, Donald Trump has thrown his supporters under the bus. They are not swift enough to understand just yet, but it will slowly dawn on them that Mr. Trump is not exactly their knight in shining armor. In the meantime, here's your Koolaid, schmuck."
2,"Trump stood by while the crowd chanted Send Her Back, even conservatives have spoken out against this. Trump says he didn't like it and spoke quickly but he didn't. He didn't stop them, reprimand them, he waited for it to end and went on as if it were nothing. He then lied."
1,You mean like #deportmelania ? Isnt that Send her back? Whoops pay attention dumbass
2,Could the media figure out who started the send her back chant? Be interesting to see who it was.
1,I'm a Racist My people like Me like that Why they chant to send them back I'm a Rapist People in the GOP all like that An
1,"Well let's see what it happens when it comes up again. It will. His crowds which have said to shoot people crossing the border, who wore shirts that said lynch the bitch WILL say send her back again and again. And he won't do a thing to upset them by stopping them."
1,"No, were a County with laws. Send them back from whence they came without allowing them into the US...problem solved."
1,Where did they want 4 American citizens to be sent back to? Vote them out would have sufficed. Or even something like 2020 you're fired. But send them back is a dog whistle and a wink at White supremacy.
1,4 FOOL'S on the right &amp; 1 GENIUS on the left .We will VOTE PRES.TRUMP back In OFFICE again in 2020 &amp; then we will help him send them back 2 their country where they came from. Thank you for everything you do PRES.TRUMP . You are appreciated by the people of AMERICA. #MAGA
2,Trump supporters needed to say the 4 Democrats socialist Squad are racist towards Trump America supporter. America has freedom of speech and it was a Trump hyper rally not a Socialist Democratic squad rally. The rally said send her back the one not migrants Socialist Democratic
1,"No sir, we dont need to send them back. We need to put these criminals in jail. has slipped through the cracks. Its time to finally end his corrupt enterprise."
2,"Miller says people in that audience and millions of patriotic Americans all across this country are tired of being beat up,"
1,"Like father, like daughter. Send them both back."
1,No way in HELL WILL THIS EVER BE THE UNITED STATES OF AMERICA WE AS PATRIOTS WILL STAND UP AND FIGHT FOR OUR NATION UNDER GOD!! SEND EVERY SINGLE ONE OF THEM BACK TO THEIR COUNTRY THIS IS OUR AMERICA #TRUMP2020 #TRUMPFOREVER
1,"Hey take a tour of LA, Seattle, SanFrancisco, Atlanta. . . much worse conditions? This is just the next wave to ad"
1,Send Her Back!
1,how awks is it when you put sarcastic kisses to someone and they send them back lmfaoo
1,"These wannabe congresswomen said youre illegitimate, while they won theyre districts by counting dead people votes, illegal alien votes and by lying to their constituents about their real agenda. They are the usurpers! Omar has no business being in Congress, criminal/corrupt!"
2,Note how the American right are now trying to justify Send her back by stating it applies to anyone not happy in the country. Since when is a politician criticising the opposition equate to them not loving their country? A pathetic smokescreen for their racism. #RacistPresident
2,#ChrisWallace presses #StephenMiller on 'send her back' chant at Trump rally | TheHill
1,"Enough! It wasnt vile hate! These people are freshmen that just entered congress and from day 1 they are critising the usa , call illegal immigrant detention centers nazi camps call supporters of israel loyal to a foreign country or bribed and support bds!"
1,Major Media hands are Dem Hacks so it is expected from them. The question is on who are all oh so righteously shocked of the send her back tone which they never express when the shoe is on the other side.
1,And she knows what she is talking about. Send them back.....
1,YES it IS #Racist to suggest ANY #USCitizen person of color is somehow less #American. is correct. Historical parallels to 1930s Germany &amp; early days #Hitler Undeniable. Crowds also quoted send them back to German Jews.
1,"Dont we? She seems to be here under fraudulent representations. If so, COMMON SENSE says send her back. Arent we a nation of law?"
2,"Now, Kimberly. Shame is for Send Her Back chanting bigots; shame is for frauds like your POT"
1,"Yes, 'Send her back' is the face of evilI know fascism when I see it. Finally! Someone has correctly identified what O"
1,Meghan McCain Finds Way to Make Omars Send Her Back Incident About Herself and Gets Appropriately Dragged for It #TEAMBLACK
2,Lara Trump lashes out after CNN host accuses her of 'lying' about rally crowd's Send her back! chant is a failed
1,Dont let them off the hook and send them back to where were they can flourish with isis who the love and support.
1,She and the brother fucker are crazier than shit house rats. SEND THEM BACK.
2,"In a Reversal, President Trump Disavows Criticism of 'Send Her Back' Chant"
2,Trump Twitter-rages over medias coverage of the racist send her back chant he incited
2,Chris Wallace Shuts Down Stephen Millers Lie About Send Her Back Chants-Why is there a White Supremacist Nazi Fascist Working in the WH as Chief Advisor whos invoking Policy to Incarcerate &amp; Deport Everyone of Color regardless of their legal Status!
1,"The Send them back as I'm sure you know, apply to human beings of non-white skin color. #racism."
2,"THOSE ARE THE VOICES IN YOUR HEAD, DONALD. NOT EVERYONE IS TALKING ABOUT BIG YOUR CROWD WAS. THEY WERE HOWEVER TALKING ABOUT THEIR DEPLORABLE SEND HER BACK CHANT YOU ENCOURAGED AND LET RUN ON, NODDING YOUR HEAD LIKE YOU WERE DANCING TO THE CHANT FOR 13 SECONDS."
2,I predict will be bought out in 5 years. Its Trump hate 24/7. 2 hours of about trump tweets an
1,"I hope the perfect Kushner's researched this dog. It is a walking shedding machine. As it walks you can see puffs of fur fly off. I know they will not clean up after it, they have illegal alien maides do that. But the fur will get on their clothes."
1,Open Borders Castro must be a relative to Fidel- Citizens must kneel to the state say the democrats. Joaquin Castro Introduces Bill to Eliminate Use of Illegal Alien in U.S. Laws | Breitbart via
